label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119
happy,-506.28043,55.547997,-10.305213,14.083611,-2.8532336,-8.943379,-13.201461,-9.281401,-4.2095385,-0.8576687,-12.074879,-3.9557033,-0.6266045,-6.639975,-2.8385048,-6.6804976,-5.4246783,-3.8495796,-5.4635677,-0.10180324,4.0443783,2.360583,-0.07693637,-0.892582,-3.1272058,1.2446048,1.1439756,4.5741043,-0.1883763,2.4377716,1.4289498,3.1687205,0.25665933,-0.2373659,-3.8533797,-0.13144723,-0.5723439,-0.35233086,-0.06147415,1.5348287,1.0366169,0.15337823,-0.026107868,-0.045904025,0.10644166,-0.107256,-0.10177465,-0.075108126,-0.055319987,0.049243554,-0.14325309,0.045780074,0.07830676,-0.08067201,0.054063313,0.042059172,-0.049482223,0.02818792,-0.03295212,0.01292451,0.0073439237,-0.038131237,0.0149940355,-0.011254396,0.0039398074,0.035387214,-0.008497723,-0.024773108,0.013150173,0.03605261,-0.04541064,-0.017755877,0.06291412,-0.015252958,-0.035751253,0.034597613,-0.017847931,-0.004514001,-0.004237067,-0.0023407121,0.029641118,-0.003458745,0.052631103,-0.054136813,-0.002353254,-0.066638425,-0.058416333,-0.026141832,-0.05960318,-0.050283257,0.007182832,0.009923985,-0.015281081,0.019386671,0.0024178377,0.010488893,-0.028496685,0.0059882035,0.03516218,-0.014709939,-0.0137747675,-0.009122219,-0.007844084,-0.01983614,0.010083157,0.027672458,0.053677794,0.033710714,0.013022011,0.039598156,0.03739662,0.043086253,0.005732968,-0.00093784824,0.0050888387,0.0053342734,0.000104181454,0.009384998,0.022061277,-0.0057971794
happy,-447.64288,76.96116,-11.02409,12.334259,-1.1717352,-19.167236,-23.939465,-16.645697,-12.142261,-3.668098,-16.861824,-9.223507,-3.255696,-9.525535,-8.037362,-7.4765115,-9.477541,-9.246341,-8.529363,-7.7211676,-8.982405,-9.735688,-8.372565,-7.467782,-10.57704,-0.8560812,-1.5605621,5.9270225,1.2569158,3.3394556,-4.19857,-2.283997,-5.231127,0.45200837,2.4380732,10.496899,8.852128,5.7766266,1.3798207,-0.06397104,-3.907685,-0.6344478,0.29820272,-0.53439796,0.11559367,0.15038769,0.64341164,0.44381636,-0.17652838,0.021999605,0.21085605,-0.011235281,-0.0680114,-0.084267184,0.14862251,-0.029135026,0.07102581,0.03568259,0.084628604,0.031422097,0.031186992,-0.05513028,-0.124102615,-0.026789872,0.11613772,0.01499896,0.09494282,-0.046848986,-0.108784914,-0.42092627,-0.1823529,-0.10842653,0.19782048,0.24609514,0.025863469,-0.13142334,-0.16724367,-0.08273363,0.17461765,0.16621241,-1.0048711,-0.41643727,0.44937655,0.29742417,0.1075463,0.14673255,-0.2967297,-0.01570274,0.19367568,-0.18198201,-0.12084354,-0.01862638,0.054354515,0.027399357,0.046994235,0.10133894,0.1112176,-0.010239862,0.07323409,0.12817028,-0.05348719,0.054509405,0.20372188,0.04840729,0.07852229,0.16536234,0.028899008,-0.0058809347,-0.21657948,-0.34105924,-0.28094295,-0.14377034,0.021929255,0.12150906,0.08020142,-0.0053160526,-0.09350032,0.0001347633,0.071841545,0.06092045
happy,-530.375,50.495922,-11.153095,8.294558,-1.4353887,-12.716994,-15.956507,-13.7604885,-10.634978,1.2335448,-11.072569,-7.748964,-3.2209487,-6.929873,-6.923323,-4.470649,-7.062342,-6.7538395,-5.700868,-7.082594,-4.874368,-6.670372,-5.4472036,-3.0423958,-7.129512,1.7889054,2.3983946,6.7464876,5.350913,4.410361,-0.78564966,1.1484458,0.07992404,2.9251494,3.2773178,4.9149895,3.119749,0.5114283,-0.7650541,-0.52839625,1.1508077,0.55981046,-0.320717,-0.33157924,-0.010237972,-0.19107375,-0.06711123,-0.059505448,-0.0363979,0.09548462,-0.039629813,-0.082884386,-0.042537358,0.01949835,-0.06879141,0.013520793,-0.03309959,-0.05878559,-0.024436139,-0.019740174,-0.030301515,-0.043787584,-0.022698702,-0.0017109087,-0.063726135,-0.0049119536,0.0102917645,0.03553333,0.14404915,0.17164266,0.05725557,0.017576756,-0.047900785,-0.06473012,0.007361403,0.057651088,0.043711856,-0.03575564,-0.06171259,-0.056822862,-0.5433094,0.0373725,-0.1303672,-0.22843607,-0.027747404,-0.12608027,0.114618085,0.051814433,-0.01539527,0.06107295,0.027664214,-0.017709386,-0.03914909,-2.470838e-06,-0.04651145,0.018411668,0.025437878,0.015161064,0.012577465,-0.014360367,0.032179404,0.007619622,-0.020059979,0.032688804,0.004504952,-0.038871896,0.030365068,-0.018040376,0.042453863,0.05409959,0.047208097,0.01762209,0.028136568,-0.009609254,0.012465759,0.004652594,0.020076351,-0.030733561,-0.043698575,-0.0064146766
happy,-409.52496,66.78466,-25.415468,7.933153,-7.333633,-15.318715,-19.662548,-19.807775,-12.675707,1.1634763,-17.525175,-9.507815,-3.3874164,-10.034854,-8.750066,-11.499512,-10.124748,-8.618778,-10.878461,-6.3668823,2.1353753,3.8003685,4.722687,4.9866366,-5.56842,3.9951408,5.3481374,8.145453,7.1819377,1.845699,-2.3957272,-1.9151055,-3.2248483,1.23382,-4.0099344,0.31854326,0.28219602,0.65662706,-0.79508287,4.73665,-3.6704578,0.11977328,0.09948171,-0.1461587,0.34687492,0.1448707,0.3408644,0.14621624,0.14835598,-0.001606327,0.07345264,-0.039002657,-0.13273744,0.11480877,-0.10772584,-0.0024595184,0.09475681,-0.14401102,0.029026736,-0.06648614,0.15954228,0.13771237,0.01998823,-0.040157434,-0.16703409,-0.023322528,-0.06946199,0.074746415,-0.008514275,-0.08716761,-0.07425387,0.095905066,0.10512651,0.0016663494,-0.023851011,-0.04509417,0.060310632,0.0052216784,0.08640486,0.0015320856,-0.88003874,-0.032269385,-0.09170458,-0.14447929,-0.03165756,0.057012703,0.06008742,-0.040777713,0.114748776,0.081235096,0.14430998,0.017967017,-0.004618176,0.043712348,0.07143339,0.022230957,-0.01369155,0.08300821,0.09164805,0.13447417,0.048582584,-0.0654087,-0.0910725,-0.11588965,-0.20021692,-0.027043706,0.028632853,-0.081755556,-0.056477338,-0.026708042,0.029336546,0.021099076,0.018246247,-0.10124315,0.0057567386,0.07820481,0.07078367,0.01650389,-0.038637858,0.012170133
happy,-379.01062,46.80836,-24.7097,9.827022,-6.555414,-18.824196,-13.288802,-11.160117,-10.062758,1.749046,-14.276812,-6.302798,-0.13392247,-7.219421,-6.8836713,-8.598358,-1.8174062,-0.5465186,1.3812501,4.265489,6.0732207,3.8682866,1.2381777,8.6909485,1.2969153,8.421113,3.0126138,0.1974711,-1.4569728,0.63711816,-1.359588,-1.1459596,-3.2419765,0.34179094,-1.5429281,1.3173198,-0.11769358,2.6777382,-0.18252096,0.90884054,-0.59357184,-0.24622948,0.30665517,0.14910586,0.04154499,0.11201335,0.13709338,0.06139785,0.07260485,0.013438592,0.0015251983,0.061123867,-0.05076026,-0.012599071,0.014041762,-0.017335203,0.020056225,-0.01789593,0.009739579,-0.0060002273,-0.01285823,0.015095124,-0.011769061,-0.009539303,-0.031880382,0.031594675,0.030644953,-0.031275522,0.02733925,0.016285637,-0.00036713912,0.0006413535,-0.0027184903,0.01628699,0.009671207,0.02182949,0.0064049363,0.03127348,0.069465704,0.046172377,0.20641446,0.016152859,-0.19291432,-0.05985099,-0.044953097,-0.06642948,-0.0070634955,-0.013325838,-0.027293682,0.045223504,0.020894967,-0.019219432,0.05143559,0.011582469,-0.026264584,0.012219857,0.0004190357,0.0015802707,-0.0021615792,-0.0101548545,0.000723024,0.012294154,-0.001132632,-0.014684104,0.022356931,0.009430499,-0.011294294,0.002123456,-0.021161139,-0.013572459,-0.0022018517,-0.015974956,-0.0075210934,0.002512063,-0.0039100978,0.0011759279,0.029312579,0.012233995,-0.015104294,-0.024329264
happy,-428.43732,46.53083,-14.978511,9.024926,-9.426695,-22.610962,-23.078138,-17.193474,-12.977703,-2.7855258,-19.519289,-9.014909,-6.531809,-10.78525,-5.507952,-9.0002,-9.230931,-9.614004,-12.105046,-8.037095,-4.382972,-1.9105163,2.9552608,5.676509,-0.609946,5.5700297,2.1058278,5.9978533,4.6822124,5.44464,0.8443187,0.5928737,-4.093207,0.28404507,-0.7413642,4.5159597,1.76109,-0.17421047,-1.4398211,3.72124,-0.59258264,-0.6874391,-0.37035275,-0.15762964,0.039325655,0.26314813,0.42599252,0.38318726,0.2812808,0.20363085,0.13906187,0.022864232,-0.053146336,-0.06461826,-0.028891405,0.005512811,0.03916973,0.0459638,0.031790137,0.01819407,0.0025741917,-0.026473802,-0.048075914,-0.03108521,-0.020572735,-0.040943783,-0.06851961,-0.053638197,-0.035660326,-0.030334162,-0.02129401,0.02729503,0.069840476,0.08191952,0.0645789,0.043425687,0.005490074,-0.037045363,-0.063159995,-0.06126426,-0.02248478,-0.092555195,-0.14722899,-0.11016677,-0.03210277,-0.028561968,-0.020006116,0.023904957,0.060709696,0.029386465,0.006436632,0.009507482,0.02046497,0.013050997,0.02060059,0.0282287,0.03131147,0.036907017,0.05454023,0.059349183,0.050481226,0.044745557,0.035488613,0.01295043,-0.0065678083,0.00056865124,0.009917135,0.008011369,0.0035250096,0.014838677,0.015958915,0.0021384428,-0.017020483,-0.022419434,-0.027560253,-0.026958914,-0.019296523,-0.006265457,-0.0054772543,-0.008017838
happy,-433.95312,58.106014,-15.891883,7.5956416,-6.048003,-19.946604,-18.016928,-16.352758,-11.681636,2.893183,-13.571403,-9.440374,-1.4540613,-13.694439,-9.035872,-3.8320289,-7.8537846,-5.3195996,-8.605621,-7.302051,-3.5649726,-8.124807,-8.304929,-2.6425588,-8.118376,2.435779,2.7143364,4.9368896,3.5092087,5.0896964,0.67137975,2.9883027,-1.3158152,0.5899444,1.4422054,6.7077045,4.2279744,4.091659,-1.4549056,-0.39604524,-0.4317425,-0.2294784,0.22778928,0.13704999,0.02908171,0.1643737,0.22309218,0.10531752,-0.054676045,-0.0047418224,0.07457051,-0.047865387,-0.06854942,0.07057886,0.047032572,-0.05732474,0.043258265,0.08974365,-0.023261953,-0.0488242,-0.04011625,-0.011430443,-0.01158059,-0.07618211,-0.04828376,0.022935962,-0.009047154,-0.07139101,-0.018822504,-0.001207609,-0.06542698,-0.04326489,0.0048848437,0.02829653,-0.0010945891,-0.03520149,0.025838612,0.05065509,0.0055816127,-0.004611642,0.0025998577,-0.0035525926,-0.038080424,-0.11475137,-0.07767833,0.018204432,0.01460031,0.025551723,-0.011624165,-0.039402895,0.029909115,0.028510856,-0.030937338,0.006268591,0.07617053,-0.012663204,-0.073972836,-0.004799209,-0.011529021,-0.03319806,-0.016271867,-0.009860652,-0.001538295,0.012842661,0.019953804,-0.0014373212,-0.0075603127,0.0075275023,0.024201915,0.025319383,-9.413875e-05,-0.00706342,-0.005237008,-0.02842836,-0.045429584,-0.020843023,-0.0014315136,-0.014446509,-0.016934492,0.00735354
sad,-596.97974,65.43068,0.26621494,17.18647,-5.4472,-7.1403484,-16.786224,-12.743253,-3.314456,-6.0617685,-11.7773,-4.879053,-0.8200456,-8.696107,-3.7989995,-6.0978923,-6.702804,-1.3565878,-8.039927,-4.1162577,-5.1237774,-5.3375,-5.0693517,-7.688967,-5.3876777,-1.1590949,1.8976141,4.2288885,3.1088262,3.419058,-1.6402752,3.35146,-0.8305549,2.4991868,-0.5913221,3.2776146,-2.8870904,1.2086985,-1.996083,3.1231263,-0.12748694,-0.024197714,0.11564574,0.17841192,0.08439065,-0.044474423,-0.023982108,0.027099913,0.037637312,0.0030118828,0.035083596,0.09043413,0.010541152,-0.07794433,-0.10134172,-0.10146608,-0.07894487,-0.071592264,-0.036368247,0.0050770454,0.04409493,0.052838117,0.032049846,0.03118832,0.021406764,0.010848345,0.0069952845,0.041358303,0.06920251,0.07961753,0.09479245,0.11736792,0.116619475,0.066540286,0.066701226,0.050519675,0.021556785,-0.033931118,-0.06664227,-0.10926887,-0.56672424,-0.45993337,-0.09164912,-0.14010581,-0.17684305,-0.009035716,0.10054506,0.013369918,-0.076691136,0.046662614,0.085383415,-0.017442204,-0.015684608,0.055961117,0.07089897,0.014105516,-0.0142962355,0.039890584,0.06982582,0.054532524,0.02606763,0.025732044,0.048776075,0.033797685,0.04365757,0.029075302,0.0262167,0.031082474,0.066776656,0.08295562,0.087247565,0.04710887,0.03244358,0.048743553,0.025591148,0.024093704,0.035459522,0.035979886,0.0030238957,-0.04104963
sad,-647.6855,67.29572,3.368662,12.08459,-3.710688,-10.446002,-15.039684,-10.90612,-5.477834,-2.905219,-10.955074,-4.5466104,0.15096736,-6.8512897,-2.8111124,-5.4437356,-7.2447762,-2.7154274,-6.649197,-2.8125741,-1.3538865,-0.046025775,-0.5231773,-1.7318504,-1.4431854,-0.6756391,-1.4439936,0.027828299,0.6649969,-1.6172086,-3.235287,-1.920327,-4.0925784,1.9740192,1.4994189,4.812161,2.8858356,2.8621564,0.9265177,2.0241554,0.06710629,0.06436558,0.0057708137,-0.022653347,-0.003633132,0.031896826,0.050663233,0.04667979,0.029221294,0.0050407792,-0.01946909,-0.03177563,-0.019994352,0.015393319,0.060029984,0.094507255,0.10438978,0.08615672,0.048225548,0.006501699,-0.024160419,-0.037120275,-0.03490113,-0.024827383,-0.013558432,-0.0038865076,0.0035825495,0.004786478,-0.008386934,-0.036834132,-0.06369771,-0.06502046,-0.035382923,0.0039496524,0.027120879,0.028180705,0.019836687,0.015180341,0.01728803,0.021847047,-0.04700625,-0.05998282,-0.039760515,-0.009544888,0.016752394,0.024806462,0.015482275,0.0045769573,0.005751699,0.017617632,0.028233778,0.02802803,0.016438752,-0.00040475756,-0.014686111,-0.020529643,-0.016390096,-0.006035338,0.0035025978,0.0070152055,0.0054069767,0.004074225,0.0057380423,0.0062897,0.00075767795,-0.0073970463,-0.0082044555,0.0014400516,0.011503682,0.010760735,0.0014207532,-0.004476766,-0.0014622092,0.0038955263,0.0045386064,0.0026248673,0.0041775275,0.00927162,0.012389189,0.009916963
sad,-614.8263,64.478065,3.5668147,12.073831,2.1514413,-8.416493,-18.19086,-12.9648905,-6.8470616,-1.4551637,-13.548425,-6.936768,-1.7885207,-7.64982,-5.0154896,-4.927119,-5.7850986,-4.098805,-7.7566366,-6.558716,-5.362657,-6.7067003,-5.1514807,-5.2626634,-7.266036,-2.256902,-4.155105,0.7754368,0.8519178,3.6059394,0.28356823,2.9086225,-0.25599548,1.9566185,1.4360218,4.5337915,1.9986893,2.8453043,1.6869401,3.834584,-2.3712149,0.028080497,0.023220189,-0.40883023,0.194647,-0.0122883255,0.38065207,0.10897308,-0.14949563,0.009514346,0.1511228,-0.056272443,0.012088273,0.025475243,0.051392596,0.022418808,-0.008256971,-0.059112594,-0.019790111,-0.052988708,0.06836387,0.09839739,-0.114558876,-0.10079522,-0.1195887,-0.03715628,0.07550977,0.10899404,0.15597102,0.07620119,0.04506517,-0.14354903,-0.05860032,0.03508141,0.10595591,0.046415973,0.03453874,-0.08840661,-0.032633036,0.09502746,-1.4931171,-0.5406467,0.19450909,0.008179971,0.018010385,0.0683706,0.11445713,0.11056809,-0.012065637,-0.013315035,0.018419642,0.028762132,0.06981287,0.059806183,0.06849151,0.07582681,0.086114965,0.030938093,0.09494429,0.10313123,0.020679548,0.0015279148,0.024899438,0.002668946,0.009999784,0.043606028,0.06373963,0.07552782,-0.022398429,-0.12361389,-0.16744475,-0.16343656,-0.06819355,0.056356188,0.07841243,0.016323594,-0.05198621,-0.121457346,-0.01943528,0.078122236
sad,-628.0478,63.25125,7.387755,15.277943,1.2955046,-8.9862385,-20.202084,-10.558904,-7.9597683,-3.561986,-13.84653,-6.335488,-3.9360323,-7.3964515,-3.2641857,-7.7025833,-6.8145704,-3.5673072,-10.168305,-5.5247917,-5.468563,-6.362652,-6.429967,-7.503743,-6.1087513,-5.853858,-3.2194211,0.85535634,2.043286,3.9531732,1.6704184,2.1100519,0.1890603,4.447704,4.6531343,9.122734,2.2372499,1.734265,-1.0957187,4.464449,-1.3951626,0.34394917,-0.05674609,-0.25576282,0.09898382,0.0041750176,0.1821922,0.15096888,-0.1397067,0.029888947,0.15472515,-0.11381974,-0.019280883,-0.03947084,-0.035972055,-0.026711095,0.05425495,-0.15837875,-0.030121457,-0.08903764,-0.013767603,0.012881184,-0.0893559,-0.043096382,-0.08206171,-0.0678682,-0.08739783,0.033554856,0.11753764,0.11617746,0.1807105,0.12917106,-0.03633487,-0.0035663368,0.008869478,-0.059310116,0.16346753,0.0061183535,0.0651422,-0.009330981,-1.7352601,-0.43168464,0.030987937,-0.03536451,0.08336203,0.13512282,0.2738655,0.15307906,0.024277518,0.052676015,0.06142283,-0.00490059,0.033440918,-0.042655725,0.023965307,0.040688224,0.093751535,-0.021489555,0.07526631,0.039420594,-0.01242622,0.04282137,0.025600892,-0.049360935,-0.045156326,-0.07033952,-0.12609899,-0.10279119,-0.06535177,-0.027087672,0.056434583,0.1146678,0.09186433,0.05290399,-0.05000036,-0.09468359,0.020689066,-0.001435048,0.07303536,-0.02131905
sad,-572.4388,65.91071,-16.80951,13.457151,-0.69390875,-14.153098,-23.820833,-20.606796,-7.3972974,-0.62284404,-15.995141,-4.23975,3.6337433,-10.722463,-5.956072,-2.80974,-8.412374,-3.2882164,-9.606781,-6.5599375,-4.6422997,-6.4402795,-4.332124,-3.0838835,-5.1701207,0.5006365,-1.9923906,0.1487322,-0.12088081,3.2545166,2.1420515,5.0717053,1.7340434,4.119148,-0.7124922,2.3947556,-0.045395494,1.745984,1.5276008,3.7385368,-0.024833793,0.021676248,0.052834824,-0.005822269,0.019684393,0.104270436,0.11638347,0.046609044,-0.015866935,0.042636346,0.027190885,-0.09592832,-0.061454717,-0.0015359138,-0.051102694,-0.054193966,-0.0012830691,0.01762257,0.0009800748,-0.02753773,-0.004379162,0.04113385,-0.021888575,-0.042747974,0.024963653,-0.008193888,-0.041152533,-0.019495906,-0.014630724,-0.012596486,-0.039782908,-0.05678355,-0.03147456,-0.017399848,-0.011989027,0.020504724,0.034562837,0.022379816,0.02595618,0.011596397,-0.3428326,-0.14373319,0.090718396,-0.09806771,-0.060776897,0.07801676,0.107813075,0.08602341,0.0066599953,0.03243156,0.10093638,0.00055554375,-0.03875596,0.027652876,-0.0031381329,-0.00056425494,0.004056343,-0.01562431,0.02688796,-0.012822102,-0.033008076,0.021357298,0.011655978,0.012598346,0.016846618,0.0041631726,0.026829114,0.030949175,-0.0015242224,0.0027256198,0.026709588,0.016179217,0.00811289,-0.005364206,-0.0047101867,-0.014007654,-0.034104396,0.022373166,0.026571477,-0.029456206
sad,-543.01825,72.238045,-10.827853,12.105174,-1.8281814,-11.273041,-23.695967,-17.526089,-9.35671,3.6434112,-17.802284,-8.729459,5.0027766,-8.216513,-7.652354,-2.9911144,-8.582771,-4.028098,-6.025502,-8.854849,-5.3994317,-1.3087747,-1.3422462,0.8993349,2.047665,4.752159,1.13587,3.869072,1.7873026,7.0404663,1.0711232,1.1774781,-3.2570598,-0.53205925,-2.9089627,1.2682707,-2.0061255,-0.47533867,-2.1640873,2.0874155,-2.3274834,0.07134175,0.039924417,0.025877161,0.577974,0.121817745,0.13036193,0.09225495,0.20866714,-0.0966754,0.14670017,-0.021472285,-0.03618176,0.07431715,-0.1617435,-0.09902876,0.1128252,-0.059716523,0.024697969,0.085399196,0.06887878,0.19113956,0.12641075,0.015662849,-0.009277595,-0.015354035,-0.018111212,-0.0020279181,0.051653955,0.022935433,0.030030804,0.032057937,0.0453273,0.047673207,0.10708748,-0.054870464,-0.0075574624,0.01963048,0.062165,-0.00091543846,-0.94982517,0.21366236,-0.061742783,-0.07466019,0.09258245,-0.0917178,0.052416645,0.049168527,-0.038356986,0.023050752,0.046461735,-0.047791608,-0.027625803,-0.08011674,-0.03526657,-0.021247884,0.018783635,-0.037545208,0.027369635,0.026410649,0.06100356,0.06516992,0.08143968,0.15111361,0.035227533,-0.013765931,0.012330686,-0.027067855,-0.011202915,0.029544098,-0.019652043,-0.035893135,0.021078119,-0.010812257,0.048127506,-0.018882463,-0.021627245,-0.003991919,-0.019525588,-0.074541494
sad,-605.2615,54.44674,-0.2844941,8.389577,-1.870567,-15.385146,-19.741999,-14.505135,-11.384772,-2.415889,-13.132393,-7.5405693,-0.54602253,-10.148707,-6.3037553,-7.0443177,-10.059868,-5.084497,-9.437895,-6.4521613,-2.7601342,-0.95868224,-0.16684441,4.0286636,3.1061754,4.318324,2.4914076,2.965826,2.53196,6.126418,2.4983366,4.0342994,0.2736361,-0.2641213,-1.556643,2.322679,0.4194236,0.6916957,-1.3116729,-0.057637665,-0.3211477,-0.4183042,-0.3067502,-0.13414602,0.037882272,0.13545305,0.13618432,0.07911691,0.013512417,-0.04151099,-0.08241899,-0.09152247,-0.04999144,0.022223545,0.07173771,0.07296646,0.05798717,0.06329211,0.074845135,0.059654474,0.02674813,0.01188942,0.016204545,0.0068760924,-0.026209956,-0.057773773,-0.0720552,-0.08284555,-0.10244687,-0.11923081,-0.11470947,-0.08610088,-0.047683503,-0.019174034,-0.011059253,-0.01464305,-0.011446081,0.0033201512,0.015273383,0.013008165,0.028541038,0.04509331,0.032656103,-0.018264338,-0.06421193,-0.05863586,-0.024481447,-0.0064897477,0.0021415667,0.026487947,0.04715837,0.03252853,-1.7238292e-05,-0.011700734,-0.004220666,-0.0048551215,-0.01473235,-0.01706156,-0.015044006,-0.020763334,-0.025274938,-0.015279155,-0.001421028,0.0008786666,-0.00082855474,0.0041996115,0.004814126,-0.0078372955,-0.014564047,0.0013105932,0.02013401,0.016632175,0.0030224335,0.005354502,0.016707756,0.012762374,-0.0025800199,-0.0069780685,-0.0018777486,-0.005690545
sad,-578.13513,55.90493,-9.621487,8.250217,-0.6868752,-15.14205,-25.096565,-13.145236,-4.4117723,-2.1508582,-14.786194,-6.317493,2.3782926,-6.6174884,-4.863008,-6.523961,-6.4335423,-5.2951126,-5.9522657,-4.368113,-3.064904,-1.6827366,-1.8742981,2.0922222,2.6975732,6.90495,7.19957,6.0768633,5.0967126,2.2348413,-3.1736445,-1.1063309,-1.1920787,2.2663357,0.73448354,0.8168416,-1.8610609,1.6493613,-0.89887464,1.9777263,-0.25763023,-0.07985509,0.12349608,0.014843709,0.013908695,0.050892185,0.10251481,0.12386309,-0.0039606867,-0.06340516,0.020630166,0.0028481097,-0.07001723,-0.010043151,0.031130332,0.04080864,0.058997426,0.016480556,0.014942691,0.016300896,0.016205072,0.033984333,-0.018390695,-0.008382539,0.014085814,-0.012484173,0.0041970434,-0.008951107,0.012215147,0.047932837,0.051015843,0.039301727,0.041278537,0.040804926,0.014761026,-0.0006407612,-0.0136906775,-0.017801678,0.001084442,-0.010017024,-0.3993358,-0.11566155,0.10408407,-0.07488419,0.0040552034,-0.008072725,-0.018114584,0.060480844,-0.013629989,-0.05570847,0.047277614,0.028202869,-0.06150229,0.008167836,0.014826256,-0.0039231135,0.04699117,-0.008327094,0.0042658495,0.0047222055,-0.020795362,0.044079915,-0.03466657,-0.006706518,0.02214902,-0.05306988,0.007109281,-0.007916775,0.023571413,0.023714313,-0.010709619,-0.0040784366,-0.012984027,-0.024703521,-0.020549845,-0.025498167,-0.023693208,-0.023036549,0.003510368,-0.0023771757
angry,-375.1194,69.987724,-8.10119,13.757813,-11.89062,-13.780971,-11.427785,-18.381235,-13.650669,2.9162264,-13.248614,-5.047383,-1.8292612,-9.601337,-3.548236,-7.4071774,-6.9685135,-6.2247314,-10.157574,-4.3778586,-0.69312936,-2.3182812,-1.3428084,1.0982441,-7.729561,3.6786292,-2.3536875,2.939647,2.215628,6.861771,7.449617,5.5626616,1.0995094,-1.0525422,-1.0941703,6.0223594,4.1790905,3.6474133,-1.5057764,2.5864928,-3.7788544,-0.18562336,0.47207913,0.12900072,0.3306336,0.042472165,0.32990333,0.27728048,0.009383348,-0.08764794,-0.08814263,0.09131736,-0.18556137,-0.0227346,-0.045850452,-0.27545112,0.0050586164,-0.10059014,-0.033446807,-0.101593874,-0.06399792,0.03184088,0.08983957,0.19594114,0.12069472,0.15904556,0.00958332,-0.07981644,0.071168475,-0.0787267,-0.020811558,0.016561568,0.047127318,-0.020500302,0.081374496,0.029540459,-0.044556633,-0.094861604,-0.037128296,0.107504986,-0.5591355,-0.17794217,-0.46735248,-0.14942999,-0.018278172,-0.026116505,0.059561122,0.0020141203,0.05166145,0.042655785,-0.03410584,-0.0047193565,0.022461971,-0.024359832,0.030339023,-0.008449336,0.06287195,0.007605364,-0.03030403,-0.0029530227,0.042025503,-0.03695189,0.07102997,0.051946353,0.044638213,0.022992969,-0.07541516,-0.10391141,-0.037657034,-0.045826763,-0.0033404778,0.0011091381,-0.024647305,-0.02033341,0.015791291,-0.016430004,0.018980235,0.0007910033,-0.033503577,-0.03208686
angry,-358.89294,68.09781,-9.005916,8.505209,-11.686691,-16.077168,-8.167228,-16.690277,-21.573538,2.8185427,-14.7483425,-9.676584,-0.019774733,-9.192407,-4.9709015,-8.7316675,-3.4353092,-6.7083254,-10.094636,-7.368021,-6.534105,-6.209053,-3.928841,3.2465045,-2.1383889,5.9921737,1.4944831,4.0907474,4.4971976,7.2188773,7.023452,6.526884,1.3289253,3.1632886,-0.3341306,3.4410434,2.133045,1.9394214,-0.947093,3.5334837,-2.7967644,-0.07419392,0.102735355,0.16737866,0.43826765,-0.07861749,0.21873698,0.19906431,0.06971357,-0.053881615,-0.09509095,-0.0772456,-0.14042658,-0.014082222,0.009226195,-0.06277929,-0.145808,-0.2734315,-0.12066372,0.026829552,-0.031716533,0.0030926468,0.0975266,0.14756499,0.20186213,0.092787385,0.08359869,-0.033365168,0.14492396,0.14079605,0.2064172,0.13224007,0.0050669177,0.027752243,0.06827627,0.0846994,-0.057725612,0.0026307448,-0.024697205,0.045841176,-0.7853171,-0.33696777,-0.14405563,-0.071455255,-0.031030485,-0.08622552,0.11863496,0.17013805,-0.018490467,-0.036286157,-0.012311758,0.08538999,0.019467171,-0.048679423,0.011822507,-0.17311792,0.016330713,0.03126462,-0.03085003,-0.031713173,0.05796297,0.11522116,0.14206383,0.1475536,0.0042595533,0.025066767,-0.056303147,-0.072373815,-0.003813592,-0.022276158,-0.005153214,-0.021339528,-0.043010443,-0.047568403,0.022578917,0.01587852,-0.021198485,-0.041974276,-0.037818458,0.02848842
